Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Rarely,1318,Research & Development,6,2,Medical,1,2225,1,Male,98,3,1,Laboratory Technician,3,Single,3581,9066,4,Y,Yes,20,3,1,80,1,9,4,3,6,6,1,3
33,No,Travel_Rarely,915,Research & Development,11,3,Life Sciences,1,2227,2,Female,34,3,1,Laboratory Technician,4,Single,4312,21965,1,Y,Yes,14,3,3,80,0,13,3,3,7,5,2,5
55,No,Travel_Frequently,422,Research & Development,6,2,Life Sciences,1,2229,4,Male,35,3,1,Laboratory Technician,3,Married,5409,16363,1,Y,No,20,3,4,80,2,7,4,3,4,2,2,3
29,Yes,Travel_Rarely,444,Research & Development,7,4,Medical,1,2231,3,Male,77,3,1,Laboratory Technician,4,Single,4741,24802,3,Y,No,14,3,3,80,0,11,3,2,5,4,2,4
32,Yes,Travel_Rarely,938,Research & Development,4,4,Life Sciences,1,2233,4,Male,75,3,1,Research Scientist,2,Divorced,3499,16890,2,Y,No,20,3,4,80,1,6,4,3,2,2,0,1
36,No,Travel_Rarely,1325,Sales,14,3,Life Sciences,1,2235,4,Female,92,3,4,Manager,3,Divorced,14217,14386,1,Y,No,13,3,1,80,2,18,2,3,11,7,4,8
45,No,Travel_Rarely,859,Research & Development,11,2,Life Sciences,1,2237,4,Female,32,2,1,Research Scientist,3,Married,4307,10846,5,Y,No,15,3,3,80,0,12,4,3,10,7,4,6
39,No,Travel_Rarely,1471,Research & Development,11,4,Marketing,1,2239,3,Male,60,2,2,Manufacturing Director,2,Divorced,6037,10644,9,Y,No,13,4,4,80,0,5,4,1,3,1,0,2
25,No,Travel_Rarely,110,Sales,5,2,Medical,1,2241,3,Female,36,2,4,Manager,2,Single,15232,2291,4,Y,Yes,12,3,3,80,0,17,3,3,14,8,4,8
32,No,Travel_Rarely,534,Sales,11,2,Life Sciences,1,2243,2,Male,45,3,4,Manager,3,Married,13379,25545,3,Y,Yes,14,3,3,80,1,8,4,4,5,2,1,1
31,No,Travel_Frequently,1155,Sales,28,2,Medical,1,2245,1,Male,44,3,1,Sales Representative,3,Single,2295,15920,2,Y,No,13,3,4,80,1,9,2,3,4,2,1,1
36,Yes,Travel_Rarely,939,Sales,3,3,Medical,1,2247,3,Male,36,4,1,Sales Representative,3,Divorced,2359,22052,1,Y,No,19,3,2,80,2,4,4,3,2,1,0,1
41,No,Non-Travel,247,Sales,4,4,Medical,1,2249,4,Male,67,3,2,Sales Executive,2,Single,5682,16306,1,Y,No,18,4,4,80,0,6,0,3,3,2,1,1
41,No,Travel_Rarely,368,Research & Development,5,3,Life Sciences,1,2251,3,Male,37,3,2,Manufacturing Director,2,Married,6801,20217,2,Y,No,14,3,4,80,3,6,4,3,4,3,1,2
21,No,Travel_Rarely,814,Research & Development,9,1,Medical,1,2253,3,Female,85,3,1,Research Scientist,3,Single,6345,22058,5,Y,No,25,3,1,80,0,19,4,2,17,11,3,7
47,No,Travel_Rarely,1221,Research & Development,3,3,Human Resources,1,2255,3,Male,30,2,1,Laboratory Technician,1,Single,4238,20301,3,Y,Yes,24,3,4,80,1,5,4,3,4,2,1,3
39,No,Non-Travel,335,Research & Development,12,4,Life Sciences,1,2257,2,Female,48,1,1,Research Scientist,2,Married,5618,5613,3,Y,No,21,3,2,80,0,14,3,3,11,5,2,9
49,No,Travel_Rarely,742,Research & Development,1,2,Life Sciences,1,2259,2,Male,48,3,1,Research Scientist,1,Divorced,3784,14070,2,Y,Yes,16,3,3,80,0,15,3,1,9,5,1,8
41,No,Travel_Rarely,1010,Sales,15,2,Life Sciences,1,2261,3,Female,33,3,1,Sales Representative,1,Single,7472,16509,3,Y,No,14,3,4,80,0,19,5,3,15,7,0,12
47,No,Travel_Frequently,863,Research & Development,11,4,Life Sciences,1,2263,2,Male,93,4,1,Research Scientist,2,Single,4185,19593,2,Y,No,13,3,4,80,0,8,1,3,1,1,0,1
41,Yes,Travel_Rarely,351,Research & Development,28,4,Life Sciences,1,2265,3,Male,31,3,2,Manufacturing Director,1,Married,6513,10442,3,Y,No,11,4,4,80,0,6,2,2,3,3,1,2
49,No,Travel_Frequently,667,Research & Development,4,5,Marketing,1,2267,4,Male,52,3,1,Research Scientist,2,Single,5279,4668,1,Y,No,17,3,4,80,0,20,6,2,11,9,2,9
42,No,Travel_Rarely,991,Sales,17,4,Technical Degree,1,2269,4,Male,85,3,2,Sales Executive,3,Married,10134,19847,3,Y,Yes,16,3,3,80,0,18,6,3,14,10,0,9
36,No,Travel_Frequently,860,Research & Development,8,2,Life Sciences,1,2271,2,Female,80,3,1,Laboratory Technician,1,Married,5746,5284,5,Y,No,17,3,3,80,1,21,3,2,16,9,4,12
58,No,Non-Travel,1325,Sales,7,2,Medical,1,2273,4,Male,60,3,2,Sales Executive,3,Single,8271,10535,0,Y,No,16,3,3,80,0,11,4,2,6,5,0,2
45,No,Travel_Rarely,348,Research & Development,3,3,Medical,1,2275,2,Female,87,1,1,Research Scientist,4,Married,3373,18053,4,Y,No,12,3,2,80,1,7,4,3,4,3,0,3
42,Yes,Travel_Rarely,913,Research & Development,6,3,Medical,1,2277,2,Male,65,2,2,Manufacturing Director,4,Single,11195,5925,1,Y,No,17,3,3,80,2,26,2,3,19,7,1,15
25,No,Travel_Rarely,472,Research & Development,6,4,Medical,1,2279,3,Male,41,1,1,Research Scientist,2,Married,4933,9146,4,Y,Yes,14,4,4,80,0,10,3,3,7,6,2,4
25,No,Non-Travel,275,Sales,2,4,Life Sciences,1,2281,2,Male,64,3,4,Manager,4,Married,14121,12585,0,Y,Yes,15,3,3,80,0,5,3,3,2,1,0,1
40,No,Travel_Rarely,1228,Research & Development,11,4,Medical,1,2283,1,Female,33,3,1,Research Scientist,2,Married,5151,24165,3,Y,No,14,3,4,80,0,13,1,3,8,5,1,4
38,No,Travel_Rarely,1368,Sales,10,2,Life Sciences,1,2285,2,Female,57,2,2,Sales Executive,1,Divorced,7492,7613,2,Y,No,11,3,4,80,1,8,3,3,6,4,1,4
31,No,Travel_Rarely,1348,Research & Development,13,4,Marketing,1,2287,3,Male,62,3,2,Manufacturing Director,4,Single,6573,23600,3,Y,No,20,3,1,80,0,13,5,4,4,3,0,3
38,No,Travel_Rarely,964,Research & Development,5,4,Marketing,1,2289,2,Male,60,2,1,Research Scientist,4,Single,3795,16871,4,Y,No,12,3,3,80,0,12,2,2,7,6,1,4
51,No,Travel_Rarely,538,Sales,15,2,Life Sciences,1,2291,3,Male,34,3,2,Sales Executive,3,Married,8270,6962,1,Y,No,16,3,3,80,1,15,1,2,6,5,1,2
43,No,Travel_Rarely,1434,Sales,21,4,Life Sciences,1,2293,3,Female,39,3,2,Sales Executive,3,Married,6046,9801,0,Y,No,21,3,3,80,0,5,4,4,2,1,1,2
27,No,Travel_Rarely,153,Sales,7,2,Technical Degree,1,2295,3,Female,54,3,2,Sales Executive,3,Divorced,7453,18469,1,Y,Yes,13,3,4,80,1,15,3,4,8,6,3,6
36,No,Travel_Rarely,420,Sales,4,1,Medical,1,2297,4,Male,70,3,4,Manager,2,Married,12272,19424,3,Y,No,14,3,3,80,0,8,3,2,3,1,1,1
30,No,Travel_Rarely,1342,Sales,9,3,Technical Degree,1,2299,2,Male,46,2,2,Sales Executive,2,Married,6810,4291,1,Y,No,14,4,4,80,0,11,0,2,6,4,1,4
33,No,Travel_Rarely,918,Sales,9,3,Life Sciences,1,2301,1,Male,90,3,4,Manager,3,Single,17972,12173,1,Y,Yes,11,3,4,80,0,29,2,3,21,19,5,9
33,No,Travel_Frequently,1027,Sales,7,1,Medical,1,2303,2,Female,89,2,4,Manager,4,Married,18288,15067,1,Y,No,14,3,3,80,1,23,0,1,17,11,7,7
33,No,Travel_Frequently,847,Sales,13,3,Medical,1,2305,2,Male,62,2,2,Sales Executive,1,Divorced,10257,24301,1,Y,No,15,3,4,80,2,25,1,3,21,8,4,16
25,No,Travel_Rarely,995,Sales,6,5,Technical Degree,1,2307,3,Female,38,2,4,Manager,4,Single,15867,25769,3,Y,No,11,3,1,80,0,20,2,2,15,7,4,12
36,No,Travel_Rarely,503,Research & Development,3,3,Life Sciences,1,2309,1,Male,79,3,1,Laboratory Technician,1,Married,3427,3932,2,Y,No,15,3,1,80,0,7,3,1,4,2,1,2
32,No,Travel_Rarely,446,Sales,9,4,Life Sciences,1,2311,2,Female,60,3,4,Manager,3,Married,19449,8149,4,Y,No,11,3,1,80,0,40,6,3,32,16,8,7
18,Yes,Travel_Rarely,775,Research & Development,13,2,Life Sciences,1,2313,3,Female,34,3,1,Research Scientist,3,Married,5137,13202,2,Y,No,21,3,3,80,0,10,1,4,3,2,0,1
56,Yes,Travel_Rarely,588,Sales,14,1,Technical Degree,1,2315,3,Female,75,3,4,Manager,3,Divorced,15682,18764,5,Y,No,17,3,2,80,0,18,3,3,15,8,5,12
47,No,Travel_Rarely,899,Sales,6,2,Technical Degree,1,2317,3,Female,33,2,1,Sales Representative,1,Single,3592,2778,3,Y,No,11,3,4,80,2,6,5,3,3,2,1,2
33,No,Travel_Rarely,458,Research & Development,10,2,Other,1,2319,4,Female,60,3,1,Laboratory Technician,3,Married,5256,21690,4,Y,Yes,19,3,3,80,0,8,1,4,4,2,0,2
37,Yes,Non-Travel,1180,Sales,21,2,Human Resources,1,2321,3,Male,33,3,1,Sales Representative,3,Married,7052,5455,2,Y,No,14,3,3,80,1,19,3,3,13,11,5,5
26,No,Travel_Rarely,1041,Research & Development,18,2,Life Sciences,1,2323,3,Male,47,3,2,Manufacturing Director,1,Single,9434,2123,2,Y,Yes,13,3,2,80,2,10,3,3,8,6,1,3
52,No,Travel_Rarely,1210,Research & Development,2,3,Life Sciences,1,2325,2,Male,63,3,1,Research Scientist,1,Single,5226,3083,4,Y,No,13,3,2,80,0,11,1,3,4,3,0,3
54,No,Travel_Rarely,477,Sales,6,3,Life Sciences,1,2327,4,Female,77,2,2,Sales Executive,3,Married,7990,20441,1,Y,No,16,4,2,80,1,12,0,2,8,6,2,3
38,No,Non-Travel,1030,Research & Development,20,4,Life Sciences,1,2329,3,Male,92,2,2,Manufacturing Director,3,Married,8088,25123,1,Y,No,11,3,4,80,1,13,3,3,8,5,0,4
46,No,Travel_Rarely,178,Sales,2,2,Marketing,1,2331,2,Female,43,3,4,Manager,1,Married,14040,15995,1,Y,No,11,3,3,80,0,11,1,3,8,7,2,5
38,No,Travel_Rarely,1486,Sales,8,3,Technical Degree,1,2333,2,Female,62,2,4,Manager,3,Single,17160,21602,0,Y,No,17,3,3,80,0,23,2,2,19,17,0,6
25,No,Travel_Rarely,1069,Research & Development,5,1,Life Sciences,1,2335,3,Male,71,2,2,Manufacturing Director,4,Divorced,5366,22936,5,Y,Yes,25,3,3,80,0,6,5,2,3,1,1,1
33,No,Travel_Rarely,407,Research & Development,11,3,Medical,1,2337,4,Male,61,3,4,Manager,1,Married,15602,6707,2,Y,No,15,3,4,80,0,8,3,3,6,2,1,3
38,Yes,Travel_Rarely,1212,Research & Development,1,1,Technical Degree,1,2339,1,Male,72,3,2,Manufacturing Director,3,Single,4668,18377,0,Y,No,14,3,1,80,1,7,2,3,1,1,0,1
33,No,Travel_Rarely,1076,Research & Development,19,4,Medical,1,2341,1,Male,86,3,1,Research Scientist,1,Married,4634,3806,4,Y,No,22,3,4,80,1,10,6,1,8,4,3,6
35,No,Travel_Rarely,790,Human Resources,8,4,Life Sciences,1,2343,4,Male,44,3,1,Human Resources,1,Married,5040,15014,3,Y,Yes,13,4,3,80,1,18,2,2,13,12,1,7
36,No,Travel_Rarely,1410,Research & Development,3,3,Medical,1,2345,4,Male,79,3,2,Manufacturing Director,1,Married,9948,7670,3,Y,No,13,3,3,80,0,17,2,4,15,11,2,4
36,No,Travel_Rarely,322,Research & Development,4,1,Life Sciences,1,2347,2,Female,92,2,1,Laboratory Technician,3,Divorced,3733,9666,2,Y,Yes,21,3,2,80,1,8,4,3,2,1,1,1
37,No,Travel_Frequently,755,Research & Development,11,3,Medical,1,2349,2,Female,99,3,1,Research Scientist,4,Single,5108,5669,4,Y,Yes,17,4,3,80,0,15,2,2,9,5,3,3
27,No,Travel_Rarely,263,Research & Development,4,4,Medical,1,2351,3,Male,38,3,1,Laboratory Technician,2,Single,5462,14494,1,Y,No,11,3,2,80,0,19,6,3,16,12,4,4
30,No,Travel_Frequently,1418,Sales,25,2,Life Sciences,1,2353,2,Male,42,2,4,Manager,3,Married,15113,16235,3,Y,No,17,3,4,80,1,6,5,2,4,2,1,2
25,No,Travel_Rarely,750,Research & Development,8,3,Other,1,2355,4,Male,47,2,1,Laboratory Technician,3,Married,10499,23029,0,Y,Yes,19,3,3,80,2,40,4,3,38,33,7,31
46,No,Travel_Rarely,411,Sales,22,4,Medical,1,2357,1,Female,64,3,2,Sales Executive,2,Married,7725,13519,1,Y,No,13,3,4,80,0,16,2,3,10,4,3,7
18,Yes,Travel_Rarely,269,Research & Development,9,4,Medical,1,2359,1,Female,30,3,1,Laboratory Technician,3,Single,3086,21123,4,Y,No,14,3,3,80,1,7,4,3,1,1,0,1
47,No,Travel_Rarely,146,Human Resources,14,4,Human Resources,1,2361,2,Male,65,2,1,Human Resources,4,Married,5108,21342,1,Y,Yes,12,3,2,80,1,8,1,3,6,3,0,4
50,Yes,Travel_Frequently,105,Research & Development,13,4,Life Sciences,1,2363,2,Male,96,3,1,Laboratory Technician,4,Single,4411,9186,1,Y,Yes,17,3,3,80,1,13,4,2,6,5,3,5
34,Yes,Non-Travel,1003,Research & Development,6,4,Life Sciences,1,2365,1,Female,75,3,1,Laboratory Technician,4,Married,5943,25714,1,Y,Yes,17,3,1,80,0,9,3,3,7,3,1,5
18,No,Travel_Rarely,1194,Sales,14,3,Marketing,1,2367,1,Female,66,3,2,Sales Executive,2,Married,9700,12193,3,Y,No,11,3,4,80,1,21,4,2,19,12,4,12
34,No,Travel_Rarely,1416,Research & Development,6,3,Life Sciences,1,2369,3,Male,58,3,2,Manufacturing Director,4,Single,9630,2713,4,Y,No,17,3,4,80,1,14,6,3,11,8,0,5
36,No,Travel_Rarely,1301,Sales,2,4,Marketing,1,2371,1,Female,73,3,2,Sales Executive,2,Married,5572,26334,2,Y,No,17,3,4,80,1,7,6,4,3,1,1,1
28,No,Travel_Rarely,1246,Sales,7,3,Life Sciences,1,2373,4,Male,97,3,4,Manager,4,Married,15375,11073,2,Y,No,11,3,3,80,0,14,4,3,9,6,2,4
32,No,Travel_Rarely,856,Research & Development,3,5,Life Sciences,1,2375,2,Male,43,3,2,Healthcare Representative,4,Married,8095,12839,1,Y,No,16,3,3,80,1,20,2,4,14,7,2,11
51,Yes,Travel_Rarely,1011,Research & Development,6,1,Medical,1,2377,3,Female,80,2,1,Research Scientist,1,Single,3444,21383,3,Y,No,16,3,4,80,1,1,1,2,1,1,0,1
43,No,Non-Travel,620,Sales,8,3,Life Sciences,1,2379,2,Female,38,1,1,Sales Representative,3,Single,2926,10434,7,Y,No,14,3,2,80,0,5,3,3,4,3,1,1
28,No,Travel_Rarely,942,Research & Development,4,2,Marketing,1,2381,2,Male,98,3,1,Laboratory Technician,3,Married,6897,19380,1,Y,Yes,21,3,4,80,1,15,1,2,12,10,2,7
22,No,Non-Travel,662,Research & Development,12,2,Medical,1,2383,3,Female,63,3,2,Healthcare Representative,4,Single,11827,2970,4,Y,Yes,13,3,3,80,1,27,2,3,23,10,5,12
34,No,Travel_Frequently,426,Research & Development,6,2,Technical Degree,1,2385,3,Male,94,3,1,Research Scientist,1,Married,4653,26328,1,Y,Yes,11,3,4,80,1,10,2,2,2,1,0,2
35,No,Travel_Frequently,982,Research & Development,3,4,Marketing,1,2387,3,Female,56,3,2,Manufacturing Director,4,Married,9451,3540,7,Y,No,17,3,4,80,0,21,1,2,13,8,2,4
41,No,Travel_Rarely,843,Research & Development,4,1,Life Sciences,1,2389,3,Male,69,2,1,Laboratory Technician,3,Married,9866,2650,0,Y,No,16,4,4,80,2,21,2,2,19,17,3,13
32,Yes,Travel_Rarely,1128,Sales,9,4,Marketing,1,2391,3,Female,37,2,2,Sales Executive,1,Divorced,6970,8246,5,Y,Yes,25,3,3,80,3,7,2,3,5,4,1,3
42,No,Travel_Rarely,1129,Human Resources,7,3,Medical,1,2393,3,Female,35,3,1,Human Resources,1,Married,7828,7978,2,Y,No,13,3,2,80,0,20,2,2,14,10,5,12
55,No,Travel_Rarely,142,Human Resources,10,2,Medical,1,2395,4,Male,82,3,1,Human Resources,4,Married,4736,22147,4,Y,No,14,3,3,80,2,11,5,3,6,5,1,3
44,No,Travel_Rarely,1405,Sales,9,2,Marketing,1,2397,3,Female,34,3,4,Manager,1,Married,15249,11461,3,Y,No,15,3,4,80,1,12,2,2,7,6,2,5
36,No,Non-Travel,960,Research & Development,3,3,Medical,1,2399,4,Female,83,3,1,Research Scientist,1,Married,6081,4195,0,Y,No,20,4,4,80,1,12,4,1,10,5,0,2
35,No,Travel_Frequently,995,Sales,5,4,Medical,1,2401,4,Female,47,3,1,Sales Representative,3,Single,5453,13249,2,Y,No,14,4,1,80,2,25,2,3,18,8,3,5
34,No,Travel_Frequently,230,Research & Development,15,4,Medical,1,2403,1,Male,65,2,1,Laboratory Technician,3,Married,9169,23149,6,Y,Yes,19,3,3,80,2,29,1,4,28,15,6,12
48,No,Travel_Frequently,1338,Research & Development,4,4,Life Sciences,1,2405,2,Female,83,3,2,Manufacturing Director,3,Married,6820,11391,1,Y,Yes,12,3,2,80,0,9,1,2,5,2,0,3
31,No,Travel_Rarely,1148,Research & Development,23,4,Life Sciences,1,2407,3,Female,63,3,1,Research Scientist,3,Single,3703,2768,5,Y,No,14,3,4,80,0,5,2,2,3,2,1,1
37,Yes,Travel_Rarely,1007,Research & Development,2,3,Medical,1,2409,3,Male,61,3,2,Healthcare Representative,4,Married,8849,6514,1,Y,No,12,3,1,80,2,24,5,3,17,12,2,6
37,Yes,Travel_Rarely,676,Sales,15,4,Life Sciences,1,2411,3,Female,80,1,2,Sales Executive,4,Single,8764,3945,2,Y,Yes,22,3,3,80,1,22,3,3,13,9,6,8
32,No,Travel_Rarely,359,Sales,8,4,Life Sciences,1,2413,3,Male,32,3,2,Sales Executive,2,Single,8201,26543,1,Y,No,12,3,2,80,0,12,3,3,10,5,3,6
24,No,Travel_Frequently,535,Research & Development,4,4,Life Sciences,1,2415,2,Male,94,3,1,Research Scientist,4,Married,5136,21208,1,Y,No,14,3,2,80,3,17,4,2,14,12,2,8
40,Yes,Travel_Rarely,482,Research & Development,9,1,Medical,1,2417,1,Male,42,2,1,Research Scientist,4,Single,4554,21568,2,Y,Yes,11,3,4,80,0,11,3,3,6,4,0,2
36,No,Travel_Rarely,809,Human Resources,4,4,Life Sciences,1,2419,1,Male,37,3,1,Human Resources,3,Married,5337,17527,4,Y,Yes,22,3,2,80,1,15,0,2,11,7,0,9
41,No,Travel_Rarely,1232,Research & Development,5,3,Marketing,1,2421,3,Female,73,3,1,Research Scientist,3,Single,8700,23012,2,Y,Yes,17,3,1,80,1,21,2,3,20,19,1,12
32,No,Travel_Rarely,627,Research & Development,6,4,Life Sciences,1,2423,3,Male,59,2,2,Healthcare Representative,2,Married,7301,10419,2,Y,No,23,3,1,80,1,6,3,3,5,3,2,2
48,No,Travel_Rarely,814,Research & Development,14,2,Medical,1,2425,2,Female,37,3,1,Research Scientist,3,Married,5708,15348,0,Y,No,11,3,3,80,0,16,1,3,14,8,5,9
29,No,Travel_Frequently,969,Sales,5,3,Life Sciences,1,2427,3,Male,87,3,2,Sales Executive,3,Single,7835,20010,4,Y,Yes,12,3,3,80,0,8,2,3,6,5,0,2
52,No,Travel_Rarely,685,Sales,10,2,Medical,1,2429,1,Male,37,3,2,Sales Executive,4,Divorced,9674,11542,2,Y,No,14,3,2,80,0,22,3,4,17,15,3,9
21,No,Travel_Rarely,1241,Research & Development,14,2,Life Sciences,1,2431,1,Male,90,3,1,Research Scientist,4,Divorced,7152,21421,1,Y,Yes,17,3,4,80,1,25,4,2,19,8,3,8
41,No,Travel_Rarely,1309,Research & Development,9,2,Human Resources,1,2433,3,Male,82,3,1,Research Scientist,1,Single,3924,25703,7,Y,No,13,3,1,80,1,9,4,2,7,6,2,5
41,No,Travel_Rarely,674,Sales,11,4,Technical Degree,1,2435,2,Female,65,2,2,Sales Executive,1,Married,7977,6273,4,Y,Yes,18,3,4,80,1,12,3,3,9,8,1,8
30,No,Travel_Rarely,240,Sales,8,1,Technical Degree,1,2437,3,Female,91,2,1,Sales Representative,1,Married,4780,17541,3,Y,No,12,3,4,80,1,10,1,3,4,2,2,1
41,Yes,Non-Travel,1424,Research & Development,12,3,Technical Degree,1,2439,4,Female,48,1,1,Laboratory Technician,4,Married,5418,20397,3,Y,No,16,3,4,80,0,12,3,1,11,6,4,2
49,Yes,Travel_Rarely,1349,Sales,3,2,Medical,1,2441,4,Male,47,3,1,Sales Representative,1,Single,5197,22947,1,Y,No,14,3,4,80,3,4,0,3,2,2,1,1
18,No,Travel_Rarely,324,Research & Development,21,3,Medical,1,2443,1,Male,73,3,1,Laboratory Technician,3,Married,6103,14909,0,Y,No,15,3,2,80,0,17,3,3,11,5,1,6
41,No,Travel_Rarely,1306,Research & Development,5,2,Marketing,1,2445,3,Male,49,2,1,Research Scientist,2,Divorced,5104,12087,1,Y,No,16,3,3,80,0,17,2,3,12,7,3,4
18,No,Travel_Rarely,260,Sales,8,2,Medical,1,2447,3,Male,31,3,2,Sales Executive,3,Married,7685,17468,2,Y,No,11,3,4,80,1,14,4,3,9,8,3,7
28,No,Travel_Rarely,1185,Research & Development,1,3,Technical Degree,1,2449,3,Male,59,3,4,Manager,2,Married,12561,24683,2,Y,Yes,22,3,1,80,0,5,4,3,4,3,1,2
52,No,Travel_Rarely,1034,Research & Development,5,3,Medical,1,2451,3,Female,80,2,1,Laboratory Technician,4,Married,6690,24787,2,Y,No,19,3,2,80,0,23,3,1,19,8,0,11
32,No,Travel_Rarely,496,Research & Development,10,2,Other,1,2453,2,Male,73,3,2,Manufacturing Director,3,Divorced,4994,24923,2,Y,No,15,4,1,80,2,4,1,3,4,2,2,2
26,No,Travel_Frequently,115,Research & Development,23,2,Life Sciences,1,2455,2,Female,76,3,1,Research Scientist,4,Single,6165,24082,4,Y,No,16,3,3,80,0,22,5,3,21,15,9,17
35,No,Travel_Rarely,328,Human Resources,13,2,Marketing,1,2457,3,Male,72,3,4,Manager,3,Single,14738,17268,2,Y,Yes,11,3,3,80,1,13,2,2,9,6,0,2
56,No,Travel_Rarely,537,Research & Development,6,4,Medical,1,2459,3,Male,40,3,2,Manufacturing Director,1,Married,12029,12499,4,Y,No,15,3,2,80,2,32,2,3,28,21,7,19
20,No,Travel_Rarely,513,Sales,2,3,Medical,1,2461,2,Female,71,3,1,Sales Representative,1,Divorced,6404,18654,0,Y,No,14,3,1,80,3,16,2,4,15,12,2,9
27,No,Travel_Rarely,1034,Research & Development,20,3,Life Sciences,1,2463,1,Male,48,3,4,Manager,4,Married,13198,9204,3,Y,Yes,14,3,4,80,0,10,2,2,5,3,2,3
51,No,Travel_Frequently,708,Research & Development,6,2,Marketing,1,2465,3,Female,32,3,1,Research Scientist,4,Divorced,6755,18776,1,Y,No,19,4,1,80,0,15,1,2,12,11,4,6
54,No,Non-Travel,1483,Research & Development,10,3,Technical Degree,1,2467,2,Female,33,3,1,Research Scientist,1,Single,6298,18141,2,Y,No,12,3,4,80,1,15,3,2,14,13,1,3
36,No,Travel_Rarely,937,Research & Development,6,1,Life Sciences,1,2469,1,Male,67,3,2,Manufacturing Director,4,Married,8219,25775,5,Y,No,12,3,2,80,0,13,1,3,10,4,0,6
26,Yes,Travel_Frequently,751,Research & Development,11,1,Medical,1,2471,1,Female,63,2,2,Healthcare Representative,3,Single,4450,16702,4,Y,Yes,15,3,3,80,1,10,6,4,8,4,1,6
56,No,Travel_Frequently,229,Sales,19,3,Life Sciences,1,2473,2,Male,80,3,2,Sales Executive,2,Single,10223,6989,6,Y,No,17,3,3,80,1,26,5,3,19,10,0,5
51,No,Non-Travel,1028,Research & Development,14,3,Other,1,2475,3,Male,60,3,1,Research Scientist,1,Married,4953,10785,5,Y,Yes,11,4,1,80,1,9,1,3,4,2,0,2
43,Yes,Travel_Rarely,754,Human Resources,7,2,Medical,1,2477,2,Female,66,2,1,Human Resources,4,Divorced,3176,20993,2,Y,Yes,16,3,3,80,1,10,1,3,9,5,3,3
30,No,Travel_Rarely,948,Research & Development,20,3,Life Sciences,1,2479,1,Male,73,3,1,Research Scientist,1,Married,11880,7197,2,Y,No,13,3,3,80,2,40,4,3,40,24,13,24
36,No,Travel_Rarely,791,Sales,27,5,Life Sciences,1,2481,1,Female,88,1,4,Manager,2,Married,14310,26883,0,Y,Yes,18,3,4,80,0,16,2,3,9,3,2,6
35,No,Travel_Frequently,1286,Sales,17,3,Medical,1,2483,2,Female,47,3,1,Sales Representative,2,Married,6492,23061,7,Y,No,15,4,4,80,1,12,2,2,9,4,2,6
40,No,Travel_Rarely,1474,Sales,6,3,Life Sciences,1,2485,3,Female,54,2,2,Sales Executive,1,Married,5302,17001,4,Y,No,20,3,1,80,0,9,3,3,3,1,0,1
50,Yes,Travel_Rarely,577,Sales,15,4,Medical,1,2487,1,Male,39,1,2,Sales Executive,3,Single,12075,2559,2,Y,No,14,3,2,80,0,23,1,3,19,7,3,6
45,No,Travel_Rarely,1161,Sales,16,4,Technical Degree,1,2489,3,Male,98,3,2,Sales Executive,1,Married,10778,8002,3,Y,Yes,19,3,2,80,0,20,6,1,17,11,5,12
27,No,Travel_Rarely,1075,Research & Development,7,3,Technical Degree,1,2491,1,Female,54,3,1,Research Scientist,2,Single,4427,6008,5,Y,No,18,3,1,80,1,9,4,3,6,3,1,2
49,No,Travel_Rarely,1421,Research & Development,27,4,Life Sciences,1,2493,2,Male,80,2,1,Laboratory Technician,4,Married,6223,3395,3,Y,No,19,3,3,80,3,23,2,4,19,17,3,4
40,No,Travel_Frequently,1355,Research & Development,19,2,Other,1,2495,1,Male,82,3,4,Manager,2,Divorced,14007,13648,3,Y,No,19,3,4,80,1,10,4,3,6,2,1,3
43,No,Travel_Rarely,948,Sales,7,3,Medical,1,2497,1,Male,39,2,4,Manager,2,Single,15083,6372,1,Y,No,15,3,3,80,0,12,4,4,6,5,2,2
50,No,Travel_Frequently,618,Research & Development,6,2,Life Sciences,1,2499,3,Male,78,3,1,Research Scientist,3,Divorced,5429,22941,1,Y,No,14,3,4,80,1,13,6,2,9,4,3,7
27,No,Travel_Rarely,1000,Sales,16,2,Life Sciences,1,2501,3,Male,67,3,4,Manager,3,Married,12796,8765,1,Y,No,18,3,3,80,0,8,1,3,4,3,1,1
37,No,Travel_Rarely,1291,Research & Development,29,3,Life Sciences,1,2503,4,Female,75,2,2,Manufacturing Director,4,Married,7852,17431,1,Y,No,14,3,4,80,1,11,2,2,5,2,0,2
32,No,Travel_Rarely,164,Research & Development,3,2,Marketing,1,2505,1,Female,99,3,2,Manufacturing Director,2,Married,8454,16326,0,Y,No,11,3,2,80,2,19,6,2,13,11,5,5
23,No,Travel_Rarely,1317,Research & Development,12,3,Life Sciences,1,2507,1,Male,40,2,1,Laboratory Technician,4,Single,3639,5480,0,Y,No,20,4,4,80,0,8,3,3,2,1,0,1
