Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,ApproxExitDate,SnapshotDate,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SalaryPerYearAtCompany
49,No,Travel_Rarely,742,Research & Development,1,2,Life Sciences,1,2259,2,Male,48,3,1,Research Scientist,1,Divorced,3784,14070,2,Y,Yes,16,3,3,80,0,15,3,1,9,5,1,8,2016-10-11,,2025-12-31,0,45+,6-10 years,Q1 Low,5045.333333333333
41,No,Travel_Rarely,1010,Sales,15,2,Life Sciences,1,2261,3,Female,33,3,1,Sales Representative,1,Single,7472,16509,3,Y,No,14,3,4,80,0,19,5,3,15,7,0,12,2010-08-06,,2025-12-31,0,35-44,11+ years,Q3,5977.6
47,No,Travel_Frequently,863,Research & Development,11,4,Life Sciences,1,2263,2,Male,93,4,1,Research Scientist,2,Single,4185,19593,2,Y,No,13,3,4,80,0,8,1,3,1,1,0,1,2024-06-26,,2025-12-31,0,45+,0-1 years,Q1 Low,50220.0
41,Yes,Travel_Rarely,351,Research & Development,28,4,Life Sciences,1,2265,3,Male,31,3,2,Manufacturing Director,1,Married,6513,10442,3,Y,No,11,4,4,80,0,6,2,2,3,3,1,2,2022-06-05,2024-06-11,2025-12-31,1,35-44,2-3 years,Q2,26052.0
49,No,Travel_Frequently,667,Research & Development,4,5,Marketing,1,2267,4,Male,52,3,1,Research Scientist,2,Single,5279,4668,1,Y,No,17,3,4,80,0,20,6,2,11,9,2,9,2014-12-07,,2025-12-31,0,45+,11+ years,Q2,5758.909090909091
42,No,Travel_Rarely,991,Sales,17,4,Technical Degree,1,2269,4,Male,85,3,2,Sales Executive,3,Married,10134,19847,3,Y,Yes,16,3,3,80,0,18,6,3,14,10,0,9,2011-11-06,,2025-12-31,0,35-44,11+ years,Q4 High,8686.285714285714
36,No,Travel_Frequently,860,Research & Development,8,2,Life Sciences,1,2271,2,Female,80,3,1,Laboratory Technician,1,Married,5746,5284,5,Y,No,17,3,3,80,1,21,3,2,16,9,4,12,2009-10-03,,2025-12-31,0,35-44,11+ years,Q2,4309.5
58,No,Non-Travel,1325,Sales,7,2,Medical,1,2273,4,Male,60,3,2,Sales Executive,3,Single,8271,10535,0,Y,No,16,3,3,80,0,11,4,2,6,5,0,2,2019-02-02,,2025-12-31,0,45+,6-10 years,Q3,16542.0
45,No,Travel_Rarely,348,Research & Development,3,3,Medical,1,2275,2,Female,87,1,1,Research Scientist,4,Married,3373,18053,4,Y,No,12,3,2,80,1,7,4,3,4,3,0,3,2021-09-10,,2025-12-31,0,45+,4-5 years,Q1 Low,10119.0
42,Yes,Travel_Rarely,913,Research & Development,6,3,Medical,1,2277,2,Male,65,2,2,Manufacturing Director,4,Single,11195,5925,1,Y,No,17,3,3,80,2,26,2,3,19,7,1,15,2006-02-11,2025-09-24,2025-12-31,1,35-44,11+ years,Q4 High,7070.526315789473
25,No,Travel_Rarely,472,Research & Development,6,4,Medical,1,2279,3,Male,41,1,1,Research Scientist,2,Married,4933,9146,4,Y,Yes,14,4,4,80,0,10,3,3,7,6,2,4,2018-09-01,,2025-12-31,0,18-25,6-10 years,Q1 Low,8456.57142857143
25,No,Non-Travel,275,Sales,2,4,Life Sciences,1,2281,2,Male,64,3,4,Manager,4,Married,14121,12585,0,Y,Yes,15,3,3,80,0,5,3,3,2,1,0,1,2023-11-24,,2025-12-31,0,18-25,2-3 years,Q4 High,84726.0
40,No,Travel_Rarely,1228,Research & Development,11,4,Medical,1,2283,1,Female,33,3,1,Research Scientist,2,Married,5151,24165,3,Y,No,14,3,4,80,0,13,1,3,8,5,1,4,2017-04-21,,2025-12-31,0,35-44,6-10 years,Q2,7726.5
38,No,Travel_Rarely,1368,Sales,10,2,Life Sciences,1,2285,2,Female,57,2,2,Sales Executive,1,Divorced,7492,7613,2,Y,No,11,3,4,80,1,8,3,3,6,4,1,4,2019-12-21,,2025-12-31,0,35-44,6-10 years,Q3,14984.0
31,No,Travel_Rarely,1348,Research & Development,13,4,Marketing,1,2287,3,Male,62,3,2,Manufacturing Director,4,Single,6573,23600,3,Y,No,20,3,1,80,0,13,5,4,4,3,0,3,2021-05-19,,2025-12-31,0,26-34,4-5 years,Q2,19719.0
38,No,Travel_Rarely,964,Research & Development,5,4,Marketing,1,2289,2,Male,60,2,1,Research Scientist,4,Single,3795,16871,4,Y,No,12,3,3,80,0,12,2,2,7,6,1,4,2018-06-23,,2025-12-31,0,35-44,6-10 years,Q1 Low,6505.714285714285
51,No,Travel_Rarely,538,Sales,15,2,Life Sciences,1,2291,3,Male,34,3,2,Sales Executive,3,Married,8270,6962,1,Y,No,16,3,3,80,1,15,1,2,6,5,1,2,2019-11-22,,2025-12-31,0,45+,6-10 years,Q3,16540.0
43,No,Travel_Rarely,1434,Sales,21,4,Life Sciences,1,2293,3,Female,39,3,2,Sales Executive,3,Married,6046,9801,0,Y,No,21,3,3,80,0,5,4,4,2,1,1,2,2023-07-01,,2025-12-31,0,35-44,2-3 years,Q2,36276.0
27,No,Travel_Rarely,153,Sales,7,2,Technical Degree,1,2295,3,Female,54,3,2,Sales Executive,3,Divorced,7453,18469,1,Y,Yes,13,3,4,80,1,15,3,4,8,6,3,6,2017-11-29,,2025-12-31,0,26-34,6-10 years,Q3,11179.5
36,No,Travel_Rarely,420,Sales,4,1,Medical,1,2297,4,Male,70,3,4,Manager,2,Married,12272,19424,3,Y,No,14,3,3,80,0,8,3,2,3,1,1,1,2022-11-26,,2025-12-31,0,35-44,2-3 years,Q4 High,49088.0
30,No,Travel_Rarely,1342,Sales,9,3,Technical Degree,1,2299,2,Male,46,2,2,Sales Executive,2,Married,6810,4291,1,Y,No,14,4,4,80,0,11,0,2,6,4,1,4,2019-10-20,,2025-12-31,0,26-34,6-10 years,Q3,13620.0
33,No,Travel_Rarely,918,Sales,9,3,Life Sciences,1,2301,1,Male,90,3,4,Manager,3,Single,17972,12173,1,Y,Yes,11,3,4,80,0,29,2,3,21,19,5,9,2004-05-01,,2025-12-31,0,26-34,11+ years,Q4 High,10269.714285714286
33,No,Travel_Frequently,1027,Sales,7,1,Medical,1,2303,2,Female,89,2,4,Manager,4,Married,18288,15067,1,Y,No,14,3,3,80,1,23,0,1,17,11,7,7,2008-08-31,,2025-12-31,0,26-34,11+ years,Q4 High,12909.176470588236
33,No,Travel_Frequently,847,Sales,13,3,Medical,1,2305,2,Male,62,2,2,Sales Executive,1,Divorced,10257,24301,1,Y,No,15,3,4,80,2,25,1,3,21,8,4,16,2004-12-17,,2025-12-31,0,26-34,11+ years,Q4 High,5861.142857142857
25,No,Travel_Rarely,995,Sales,6,5,Technical Degree,1,2307,3,Female,38,2,4,Manager,4,Single,15867,25769,3,Y,No,11,3,1,80,0,20,2,2,15,7,4,12,2010-06-03,,2025-12-31,0,18-25,11+ years,Q4 High,12693.6
36,No,Travel_Rarely,503,Research & Development,3,3,Life Sciences,1,2309,1,Male,79,3,1,Laboratory Technician,1,Married,3427,3932,2,Y,No,15,3,1,80,0,7,3,1,4,2,1,2,2021-04-30,,2025-12-31,0,35-44,4-5 years,Q1 Low,10281.0
32,No,Travel_Rarely,446,Sales,9,4,Life Sciences,1,2311,2,Female,60,3,4,Manager,3,Married,19449,8149,4,Y,No,11,3,1,80,0,40,6,3,32,16,8,7,1993-06-15,,2025-12-31,0,26-34,11+ years,Q4 High,7293.375
18,Yes,Travel_Rarely,775,Research & Development,13,2,Life Sciences,1,2313,3,Female,34,3,1,Research Scientist,3,Married,5137,13202,2,Y,No,21,3,3,80,0,10,1,4,3,2,0,1,2022-08-04,2025-07-22,2025-12-31,1,18-25,2-3 years,Q2,20548.0
56,Yes,Travel_Rarely,588,Sales,14,1,Technical Degree,1,2315,3,Female,75,3,4,Manager,3,Divorced,15682,18764,5,Y,No,17,3,2,80,0,18,3,3,15,8,5,12,2010-02-26,2022-06-12,2025-12-31,1,45+,11+ years,Q4 High,12545.6
47,No,Travel_Rarely,899,Sales,6,2,Technical Degree,1,2317,3,Female,33,2,1,Sales Representative,1,Single,3592,2778,3,Y,No,11,3,4,80,2,6,5,3,3,2,1,2,2022-07-20,,2025-12-31,0,45+,2-3 years,Q1 Low,14368.0
33,No,Travel_Rarely,458,Research & Development,10,2,Other,1,2319,4,Female,60,3,1,Laboratory Technician,3,Married,5256,21690,4,Y,Yes,19,3,3,80,0,8,1,4,4,2,0,2,2021-03-05,,2025-12-31,0,26-34,4-5 years,Q2,15768.0
37,Yes,Non-Travel,1180,Sales,21,2,Human Resources,1,2321,3,Male,33,3,1,Sales Representative,3,Married,7052,5455,2,Y,No,14,3,3,80,1,19,3,3,13,11,5,5,2012-09-18,2023-06-29,2025-12-31,1,35-44,11+ years,Q3,6509.538461538462
26,No,Travel_Rarely,1041,Research & Development,18,2,Life Sciences,1,2323,3,Male,47,3,2,Manufacturing Director,1,Single,9434,2123,2,Y,Yes,13,3,2,80,2,10,3,3,8,6,1,3,2017-01-19,,2025-12-31,0,26-34,6-10 years,Q4 High,14151.0
52,No,Travel_Rarely,1210,Research & Development,2,3,Life Sciences,1,2325,2,Male,63,3,1,Research Scientist,1,Single,5226,3083,4,Y,No,13,3,2,80,0,11,1,3,4,3,0,3,2021-08-27,,2025-12-31,0,45+,4-5 years,Q2,15678.0
54,No,Travel_Rarely,477,Sales,6,3,Life Sciences,1,2327,4,Female,77,2,2,Sales Executive,3,Married,7990,20441,1,Y,No,16,4,2,80,1,12,0,2,8,6,2,3,2017-07-29,,2025-12-31,0,45+,6-10 years,Q3,11985.0
38,No,Non-Travel,1030,Research & Development,20,4,Life Sciences,1,2329,3,Male,92,2,2,Manufacturing Director,3,Married,8088,25123,1,Y,No,11,3,4,80,1,13,3,3,8,5,0,4,2017-01-19,,2025-12-31,0,35-44,6-10 years,Q3,12132.0
46,No,Travel_Rarely,178,Sales,2,2,Marketing,1,2331,2,Female,43,3,4,Manager,1,Married,14040,15995,1,Y,No,11,3,3,80,0,11,1,3,8,7,2,5,2017-05-12,,2025-12-31,0,45+,6-10 years,Q4 High,21060.0
38,No,Travel_Rarely,1486,Sales,8,3,Technical Degree,1,2333,2,Female,62,2,4,Manager,3,Single,17160,21602,0,Y,No,17,3,3,80,0,23,2,2,19,17,0,6,2006-09-06,,2025-12-31,0,35-44,11+ years,Q4 High,10837.894736842105
25,No,Travel_Rarely,1069,Research & Development,5,1,Life Sciences,1,2335,3,Male,71,2,2,Manufacturing Director,4,Divorced,5366,22936,5,Y,Yes,25,3,3,80,0,6,5,2,3,1,1,1,2022-03-09,,2025-12-31,0,18-25,2-3 years,Q2,21464.0
33,No,Travel_Rarely,407,Research & Development,11,3,Medical,1,2337,4,Male,61,3,4,Manager,1,Married,15602,6707,2,Y,No,15,3,4,80,0,8,3,3,6,2,1,3,2019-05-15,,2025-12-31,0,26-34,6-10 years,Q4 High,31204.0
38,Yes,Travel_Rarely,1212,Research & Development,1,1,Technical Degree,1,2339,1,Male,72,3,2,Manufacturing Director,3,Single,4668,18377,0,Y,No,14,3,1,80,1,7,2,3,1,1,0,1,2024-10-11,2023-04-26,2025-12-31,1,35-44,0-1 years,Q1 Low,56016.0
33,No,Travel_Rarely,1076,Research & Development,19,4,Medical,1,2341,1,Male,86,3,1,Research Scientist,1,Married,4634,3806,4,Y,No,22,3,4,80,1,10,6,1,8,4,3,6,2017-10-31,,2025-12-31,0,26-34,6-10 years,Q1 Low,6951.0
35,No,Travel_Rarely,790,Human Resources,8,4,Life Sciences,1,2343,4,Male,44,3,1,Human Resources,1,Married,5040,15014,3,Y,Yes,13,4,3,80,1,18,2,2,13,12,1,7,2012-12-29,,2025-12-31,0,35-44,11+ years,Q2,4652.307692307692
36,No,Travel_Rarely,1410,Research & Development,3,3,Medical,1,2345,4,Male,79,3,2,Manufacturing Director,1,Married,9948,7670,3,Y,No,13,3,3,80,0,17,2,4,15,11,2,4,2010-01-18,,2025-12-31,0,35-44,11+ years,Q4 High,7958.4
36,No,Travel_Rarely,322,Research & Development,4,1,Life Sciences,1,2347,2,Female,92,2,1,Laboratory Technician,3,Divorced,3733,9666,2,Y,Yes,21,3,2,80,1,8,4,3,2,1,1,1,2023-03-21,,2025-12-31,0,35-44,2-3 years,Q1 Low,22398.0
37,No,Travel_Frequently,755,Research & Development,11,3,Medical,1,2349,2,Female,99,3,1,Research Scientist,4,Single,5108,5669,4,Y,Yes,17,4,3,80,0,15,2,2,9,5,3,3,2016-06-13,,2025-12-31,0,35-44,6-10 years,Q2,6810.666666666667
27,No,Travel_Rarely,263,Research & Development,4,4,Medical,1,2351,3,Male,38,3,1,Laboratory Technician,2,Single,5462,14494,1,Y,No,11,3,2,80,0,19,6,3,16,12,4,4,2009-10-10,,2025-12-31,0,26-34,11+ years,Q2,4096.5
30,No,Travel_Frequently,1418,Sales,25,2,Life Sciences,1,2353,2,Male,42,2,4,Manager,3,Married,15113,16235,3,Y,No,17,3,4,80,1,6,5,2,4,2,1,2,2021-07-29,,2025-12-31,0,26-34,4-5 years,Q4 High,45339.0
25,No,Travel_Rarely,750,Research & Development,8,3,Other,1,2355,4,Male,47,2,1,Laboratory Technician,3,Married,10499,23029,0,Y,Yes,19,3,3,80,2,40,4,3,38,33,7,31,1987-10-06,,2025-12-31,0,18-25,11+ years,Q4 High,3315.4736842105262
46,No,Travel_Rarely,411,Sales,22,4,Medical,1,2357,1,Female,64,3,2,Sales Executive,2,Married,7725,13519,1,Y,No,13,3,4,80,0,16,2,3,10,4,3,7,2015-01-10,,2025-12-31,0,45+,6-10 years,Q3,9270.0
18,Yes,Travel_Rarely,269,Research & Development,9,4,Medical,1,2359,1,Female,30,3,1,Laboratory Technician,3,Single,3086,21123,4,Y,No,14,3,3,80,1,7,4,3,1,1,0,1,2024-05-26,2024-11-30,2025-12-31,1,18-25,0-1 years,Q1 Low,37032.0
47,No,Travel_Rarely,146,Human Resources,14,4,Human Resources,1,2361,2,Male,65,2,1,Human Resources,4,Married,5108,21342,1,Y,Yes,12,3,2,80,1,8,1,3,6,3,0,4,2019-06-07,,2025-12-31,0,45+,6-10 years,Q2,10216.0
50,Yes,Travel_Frequently,105,Research & Development,13,4,Life Sciences,1,2363,2,Male,96,3,1,Laboratory Technician,4,Single,4411,9186,1,Y,Yes,17,3,3,80,1,13,4,2,6,5,3,5,2019-09-17,2023-11-04,2025-12-31,1,45+,6-10 years,Q1 Low,8822.0
34,Yes,Non-Travel,1003,Research & Development,6,4,Life Sciences,1,2365,1,Female,75,3,1,Laboratory Technician,4,Married,5943,25714,1,Y,Yes,17,3,1,80,0,9,3,3,7,3,1,5,2018-06-03,2025-01-22,2025-12-31,1,26-34,6-10 years,Q2,10188.0
18,No,Travel_Rarely,1194,Sales,14,3,Marketing,1,2367,1,Female,66,3,2,Sales Executive,2,Married,9700,12193,3,Y,No,11,3,4,80,1,21,4,2,19,12,4,12,2006-08-11,,2025-12-31,0,18-25,11+ years,Q4 High,6126.315789473684
34,No,Travel_Rarely,1416,Research & Development,6,3,Life Sciences,1,2369,3,Male,58,3,2,Manufacturing Director,4,Single,9630,2713,4,Y,No,17,3,4,80,1,14,6,3,11,8,0,5,2014-06-10,,2025-12-31,0,26-34,11+ years,Q4 High,10505.454545454546
36,No,Travel_Rarely,1301,Sales,2,4,Marketing,1,2371,1,Female,73,3,2,Sales Executive,2,Married,5572,26334,2,Y,No,17,3,4,80,1,7,6,4,3,1,1,1,2022-11-05,,2025-12-31,0,35-44,2-3 years,Q2,22288.0
28,No,Travel_Rarely,1246,Sales,7,3,Life Sciences,1,2373,4,Male,97,3,4,Manager,4,Married,15375,11073,2,Y,No,11,3,3,80,0,14,4,3,9,6,2,4,2016-05-04,,2025-12-31,0,26-34,6-10 years,Q4 High,20500.0
32,No,Travel_Rarely,856,Research & Development,3,5,Life Sciences,1,2375,2,Male,43,3,2,Healthcare Representative,4,Married,8095,12839,1,Y,No,16,3,3,80,1,20,2,4,14,7,2,11,2011-11-09,,2025-12-31,0,26-34,11+ years,Q3,6938.571428571428
51,Yes,Travel_Rarely,1011,Research & Development,6,1,Medical,1,2377,3,Female,80,2,1,Research Scientist,1,Single,3444,21383,3,Y,No,16,3,4,80,1,1,1,2,1,1,0,1,2024-10-22,2023-02-16,2025-12-31,1,45+,0-1 years,Q1 Low,41328.0
43,No,Non-Travel,620,Sales,8,3,Life Sciences,1,2379,2,Female,38,1,1,Sales Representative,3,Single,2926,10434,7,Y,No,14,3,2,80,0,5,3,3,4,3,1,1,2021-04-17,,2025-12-31,0,35-44,4-5 years,Q1 Low,8778.0
28,No,Travel_Rarely,942,Research & Development,4,2,Marketing,1,2381,2,Male,98,3,1,Laboratory Technician,3,Married,6897,19380,1,Y,Yes,21,3,4,80,1,15,1,2,12,10,2,7,2013-11-23,,2025-12-31,0,26-34,11+ years,Q3,6897.0
22,No,Non-Travel,662,Research & Development,12,2,Medical,1,2383,3,Female,63,3,2,Healthcare Representative,4,Single,11827,2970,4,Y,Yes,13,3,3,80,1,27,2,3,23,10,5,12,2002-01-14,,2025-12-31,0,18-25,11+ years,Q4 High,6170.608695652174
34,No,Travel_Frequently,426,Research & Development,6,2,Technical Degree,1,2385,3,Male,94,3,1,Research Scientist,1,Married,4653,26328,1,Y,Yes,11,3,4,80,1,10,2,2,2,1,0,2,2023-11-29,,2025-12-31,0,26-34,2-3 years,Q1 Low,27918.0
35,No,Travel_Frequently,982,Research & Development,3,4,Marketing,1,2387,3,Female,56,3,2,Manufacturing Director,4,Married,9451,3540,7,Y,No,17,3,4,80,0,21,1,2,13,8,2,4,2012-04-05,,2025-12-31,0,35-44,11+ years,Q4 High,8724.0
41,No,Travel_Rarely,843,Research & Development,4,1,Life Sciences,1,2389,3,Male,69,2,1,Laboratory Technician,3,Married,9866,2650,0,Y,No,16,4,4,80,2,21,2,2,19,17,3,13,2006-01-18,,2025-12-31,0,35-44,11+ years,Q4 High,6231.1578947368425
32,Yes,Travel_Rarely,1128,Sales,9,4,Marketing,1,2391,3,Female,37,2,2,Sales Executive,1,Divorced,6970,8246,5,Y,Yes,25,3,3,80,3,7,2,3,5,4,1,3,2020-06-23,2023-04-03,2025-12-31,1,26-34,4-5 years,Q3,16728.0
42,No,Travel_Rarely,1129,Human Resources,7,3,Medical,1,2393,3,Female,35,3,1,Human Resources,1,Married,7828,7978,2,Y,No,13,3,2,80,0,20,2,2,14,10,5,12,2011-08-16,,2025-12-31,0,35-44,11+ years,Q3,6709.714285714285
55,No,Travel_Rarely,142,Human Resources,10,2,Medical,1,2395,4,Male,82,3,1,Human Resources,4,Married,4736,22147,4,Y,No,14,3,3,80,2,11,5,3,6,5,1,3,2019-04-11,,2025-12-31,0,45+,6-10 years,Q1 Low,9472.0
44,No,Travel_Rarely,1405,Sales,9,2,Marketing,1,2397,3,Female,34,3,4,Manager,1,Married,15249,11461,3,Y,No,15,3,4,80,1,12,2,2,7,6,2,5,2018-09-04,,2025-12-31,0,35-44,6-10 years,Q4 High,26141.14285714286
36,No,Non-Travel,960,Research & Development,3,3,Medical,1,2399,4,Female,83,3,1,Research Scientist,1,Married,6081,4195,0,Y,No,20,4,4,80,1,12,4,1,10,5,0,2,2015-04-25,,2025-12-31,0,35-44,6-10 years,Q2,7297.2
35,No,Travel_Frequently,995,Sales,5,4,Medical,1,2401,4,Female,47,3,1,Sales Representative,3,Single,5453,13249,2,Y,No,14,4,1,80,2,25,2,3,18,8,3,5,2007-04-28,,2025-12-31,0,35-44,11+ years,Q2,3635.3333333333335
34,No,Travel_Frequently,230,Research & Development,15,4,Medical,1,2403,1,Male,65,2,1,Laboratory Technician,3,Married,9169,23149,6,Y,Yes,19,3,3,80,2,29,1,4,28,15,6,12,1997-04-19,,2025-12-31,0,26-34,11+ years,Q4 High,3929.5714285714284
48,No,Travel_Frequently,1338,Research & Development,4,4,Life Sciences,1,2405,2,Female,83,3,2,Manufacturing Director,3,Married,6820,11391,1,Y,Yes,12,3,2,80,0,9,1,2,5,2,0,3,2020-02-21,,2025-12-31,0,45+,4-5 years,Q3,16368.0
31,No,Travel_Rarely,1148,Research & Development,23,4,Life Sciences,1,2407,3,Female,63,3,1,Research Scientist,3,Single,3703,2768,5,Y,No,14,3,4,80,0,5,2,2,3,2,1,1,2022-03-10,,2025-12-31,0,26-34,2-3 years,Q1 Low,14812.0
37,Yes,Travel_Rarely,1007,Research & Development,2,3,Medical,1,2409,3,Male,61,3,2,Healthcare Representative,4,Married,8849,6514,1,Y,No,12,3,1,80,2,24,5,3,17,12,2,6,2008-08-14,2023-01-17,2025-12-31,1,35-44,11+ years,Q4 High,6246.35294117647
37,Yes,Travel_Rarely,676,Sales,15,4,Life Sciences,1,2411,3,Female,80,1,2,Sales Executive,4,Single,8764,3945,2,Y,Yes,22,3,3,80,1,22,3,3,13,9,6,8,2012-04-28,2024-07-07,2025-12-31,1,35-44,11+ years,Q3,8089.846153846154
32,No,Travel_Rarely,359,Sales,8,4,Life Sciences,1,2413,3,Male,32,3,2,Sales Executive,2,Single,8201,26543,1,Y,No,12,3,2,80,0,12,3,3,10,5,3,6,2015-07-21,,2025-12-31,0,26-34,6-10 years,Q3,9841.2
24,No,Travel_Frequently,535,Research & Development,4,4,Life Sciences,1,2415,2,Male,94,3,1,Research Scientist,4,Married,5136,21208,1,Y,No,14,3,2,80,3,17,4,2,14,12,2,8,2011-09-26,,2025-12-31,0,18-25,11+ years,Q2,4402.285714285715
40,Yes,Travel_Rarely,482,Research & Development,9,1,Medical,1,2417,1,Male,42,2,1,Research Scientist,4,Single,4554,21568,2,Y,Yes,11,3,4,80,0,11,3,3,6,4,0,2,2019-01-17,2023-02-12,2025-12-31,1,35-44,6-10 years,Q1 Low,9108.0
36,No,Travel_Rarely,809,Human Resources,4,4,Life Sciences,1,2419,1,Male,37,3,1,Human Resources,3,Married,5337,17527,4,Y,Yes,22,3,2,80,1,15,0,2,11,7,0,9,2014-11-23,,2025-12-31,0,35-44,11+ years,Q2,5822.181818181818
41,No,Travel_Rarely,1232,Research & Development,5,3,Marketing,1,2421,3,Female,73,3,1,Research Scientist,3,Single,8700,23012,2,Y,Yes,17,3,1,80,1,21,2,3,20,19,1,12,2005-10-02,,2025-12-31,0,35-44,11+ years,Q3,5220.0
32,No,Travel_Rarely,627,Research & Development,6,4,Life Sciences,1,2423,3,Male,59,2,2,Healthcare Representative,2,Married,7301,10419,2,Y,No,23,3,1,80,1,6,3,3,5,3,2,2,2020-03-22,,2025-12-31,0,26-34,4-5 years,Q3,17522.4
48,No,Travel_Rarely,814,Research & Development,14,2,Medical,1,2425,2,Female,37,3,1,Research Scientist,3,Married,5708,15348,0,Y,No,11,3,3,80,0,16,1,3,14,8,5,9,2011-07-11,,2025-12-31,0,45+,11+ years,Q2,4892.571428571428
29,No,Travel_Frequently,969,Sales,5,3,Life Sciences,1,2427,3,Male,87,3,2,Sales Executive,3,Single,7835,20010,4,Y,Yes,12,3,3,80,0,8,2,3,6,5,0,2,2019-05-06,,2025-12-31,0,26-34,6-10 years,Q3,15670.0
52,No,Travel_Rarely,685,Sales,10,2,Medical,1,2429,1,Male,37,3,2,Sales Executive,4,Divorced,9674,11542,2,Y,No,14,3,2,80,0,22,3,4,17,15,3,9,2008-05-23,,2025-12-31,0,45+,11+ years,Q4 High,6828.705882352941
21,No,Travel_Rarely,1241,Research & Development,14,2,Life Sciences,1,2431,1,Male,90,3,1,Research Scientist,4,Divorced,7152,21421,1,Y,Yes,17,3,4,80,1,25,4,2,19,8,3,8,2006-03-11,,2025-12-31,0,18-25,11+ years,Q3,4517.0526315789475
41,No,Travel_Rarely,1309,Research & Development,9,2,Human Resources,1,2433,3,Male,82,3,1,Research Scientist,1,Single,3924,25703,7,Y,No,13,3,1,80,1,9,4,2,7,6,2,5,2018-03-22,,2025-12-31,0,35-44,6-10 years,Q1 Low,6726.857142857143
41,No,Travel_Rarely,674,Sales,11,4,Technical Degree,1,2435,2,Female,65,2,2,Sales Executive,1,Married,7977,6273,4,Y,Yes,18,3,4,80,1,12,3,3,9,8,1,8,2016-11-18,,2025-12-31,0,35-44,6-10 years,Q3,10636.0
30,No,Travel_Rarely,240,Sales,8,1,Technical Degree,1,2437,3,Female,91,2,1,Sales Representative,1,Married,4780,17541,3,Y,No,12,3,4,80,1,10,1,3,4,2,2,1,2021-11-17,,2025-12-31,0,26-34,4-5 years,Q1 Low,14340.0
41,Yes,Non-Travel,1424,Research & Development,12,3,Technical Degree,1,2439,4,Female,48,1,1,Laboratory Technician,4,Married,5418,20397,3,Y,No,16,3,4,80,0,12,3,1,11,6,4,2,2014-05-24,2024-07-14,2025-12-31,1,35-44,11+ years,Q2,5910.545454545455
49,Yes,Travel_Rarely,1349,Sales,3,2,Medical,1,2441,4,Male,47,3,1,Sales Representative,1,Single,5197,22947,1,Y,No,14,3,4,80,3,4,0,3,2,2,1,1,2023-12-28,2024-05-03,2025-12-31,1,45+,2-3 years,Q2,31182.0
18,No,Travel_Rarely,324,Research & Development,21,3,Medical,1,2443,1,Male,73,3,1,Laboratory Technician,3,Married,6103,14909,0,Y,No,15,3,2,80,0,17,3,3,11,5,1,6,2014-04-13,,2025-12-31,0,18-25,11+ years,Q2,6657.818181818182
41,No,Travel_Rarely,1306,Research & Development,5,2,Marketing,1,2445,3,Male,49,2,1,Research Scientist,2,Divorced,5104,12087,1,Y,No,16,3,3,80,0,17,2,3,12,7,3,4,2013-09-16,,2025-12-31,0,35-44,11+ years,Q2,5104.0
18,No,Travel_Rarely,260,Sales,8,2,Medical,1,2447,3,Male,31,3,2,Sales Executive,3,Married,7685,17468,2,Y,No,11,3,4,80,1,14,4,3,9,8,3,7,2016-05-05,,2025-12-31,0,18-25,6-10 years,Q3,10246.666666666666
28,No,Travel_Rarely,1185,Research & Development,1,3,Technical Degree,1,2449,3,Male,59,3,4,Manager,2,Married,12561,24683,2,Y,Yes,22,3,1,80,0,5,4,3,4,3,1,2,2021-08-04,,2025-12-31,0,26-34,4-5 years,Q4 High,37683.0
52,No,Travel_Rarely,1034,Research & Development,5,3,Medical,1,2451,3,Female,80,2,1,Laboratory Technician,4,Married,6690,24787,2,Y,No,19,3,2,80,0,23,3,1,19,8,0,11,2006-12-30,,2025-12-31,0,45+,11+ years,Q3,4225.263157894737
32,No,Travel_Rarely,496,Research & Development,10,2,Other,1,2453,2,Male,73,3,2,Manufacturing Director,3,Divorced,4994,24923,2,Y,No,15,4,1,80,2,4,1,3,4,2,2,2,2021-02-22,,2025-12-31,0,26-34,4-5 years,Q2,14982.0
26,No,Travel_Frequently,115,Research & Development,23,2,Life Sciences,1,2455,2,Female,76,3,1,Research Scientist,4,Single,6165,24082,4,Y,No,16,3,3,80,0,22,5,3,21,15,9,17,2004-03-09,,2025-12-31,0,26-34,11+ years,Q2,3522.8571428571427
35,No,Travel_Rarely,328,Human Resources,13,2,Marketing,1,2457,3,Male,72,3,4,Manager,3,Single,14738,17268,2,Y,Yes,11,3,3,80,1,13,2,2,9,6,0,2,2016-01-21,,2025-12-31,0,35-44,6-10 years,Q4 High,19650.666666666668
56,No,Travel_Rarely,537,Research & Development,6,4,Medical,1,2459,3,Male,40,3,2,Manufacturing Director,1,Married,12029,12499,4,Y,No,15,3,2,80,2,32,2,3,28,21,7,19,1997-04-06,,2025-12-31,0,45+,11+ years,Q4 High,5155.285714285715
